id,Name,Author,User Rating,Reviews,Price,Year,Genre,gb_categories,gb_avgRating,gb_ratingsCount,gb_publisher,gb_publishedDate,gb_pageCount,gb_language
343,The Big Short: Inside the Doomsday Machine,Michael Lewis,4.7,3536,17,2010,Non Fiction,Business & Economics,,,W. W. Norton & Company,2015-11-16,361.0,en
344,The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600,11,2014,Fiction,Camps,,,Puffin Books,2014,0.0,en
345,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,4.2,1789,14,2012,Non Fiction,Health & Fitness,,,Hachette UK,2012-05-24,327.0,en
346,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,12,2019,Non Fiction,Psychology,3.5,3.0,Penguin,2014-09-25,465.0,en
347,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.7,858,53,2009,Non Fiction,Sports & Recreation,3.5,18.0,ESPN,2009-10-27,737.0,en
348,The Book Thief,Markus Zusak,4.6,23148,6,2013,Fiction,Literature,,,,2011,102.0,en
349,The Book Thief,Markus Zusak,4.6,23148,6,2014,Fiction,Literature,,,,2011,102.0,en
350,The Book with No Pictures,B. J. Novak,4.8,8081,8,2014,Fiction,Books and reading,,,,2019,,en
351,The Book with No Pictures,B. J. Novak,4.8,8081,8,2015,Fiction,Books and reading,,,,2019,,en
352,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2014,Non Fiction,Sports & Recreation,4.0,7.0,Penguin,2013-06-04,418.0,en
353,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2015,Non Fiction,,,,,,,
354,The Casual Vacancy,J.K. Rowling,3.3,9372,12,2012,Fiction,Fiction,3.0,308.0,Hachette UK,2012-09-27,609.0,en
355,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,4.7,4633,21,2011,Non Fiction,,,,,,,
356,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2018,Non Fiction,Cooking,,,"Sourcebooks, Inc.",2016-12-20,299.0,en
357,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2019,Non Fiction,Cooking,,,"Sourcebooks, Inc.",2016-12-20,299.0,en
358,The Confession: A Novel,John Grisham,4.3,3523,13,2010,Fiction,Fiction,3.0,1.0,Vintage,2012-03-20,433.0,en
359,The Constitution of the United States,Delegates of the Constitutional,4.8,2774,0,2016,Non Fiction,History,,,Simon and Schuster,2019-02-05,46.0,en
360,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,4.4,440,11,2010,Non Fiction,,,,,,,
361,The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2013,Fiction,Juvenile Fiction,4.5,10.0,Penguin,2013-06-27,21.0,en
362,The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2014,Fiction,Juvenile Fiction,4.5,10.0,Penguin,2013-06-27,21.0,en
363,The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2015,Fiction,Juvenile Fiction,4.5,10.0,Penguin,2013-06-27,21.0,en
364,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,4.1,2023,15,2011,Non Fiction,Health & Fitness,2.5,47.0,Hachette UK,2010-05-13,481.0,en
365,The Elegance of the Hedgehog,Muriel Barbery,4.0,1859,11,2009,Fiction,Fiction,,,Gallic Books,2013-09-02,286.0,en
366,The Fault in Our Stars,John Green,4.7,50482,13,2012,Fiction,Young Adult Fiction,4.5,331.0,Penguin,2012-01-10,337.0,en
367,The Fault in Our Stars,John Green,4.7,50482,13,2013,Fiction,Young Adult Fiction,4.5,331.0,Penguin,2012-01-10,337.0,en
368,The Fault in Our Stars,John Green,4.7,50482,7,2014,Fiction,Young Adult Fiction,4.5,331.0,Penguin,2012-01-10,337.0,en
369,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2009,Non Fiction,Business & Economics,,,John Wiley & Sons,2002-04-11,268.0,en
370,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2010,Non Fiction,Business & Economics,,,John Wiley & Sons,2002-04-11,268.0,en
371,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2011,Non Fiction,Business & Economics,,,John Wiley & Sons,2002-04-11,268.0,en
372,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2012,Non Fiction,Business & Economics,,,John Wiley & Sons,2002-04-11,268.0,en
373,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2013,Non Fiction,Business & Economics,,,John Wiley & Sons,2002-04-11,268.0,en
374,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.6,803,9,2009,Non Fiction,Family & Relationships,4.5,70.0,Moody Publishers,2009-12-17,209.0,en
375,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2013,Non Fiction,Conduct of life,,,,2018,,en
376,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2015,Non Fiction,Conduct of life,,,,2018,,en
377,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2016,Non Fiction,Conduct of life,,,,2018,,en
378,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2017,Non Fiction,Conduct of life,,,,2018,,en
379,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2018,Non Fiction,Conduct of life,,,,2018,,en
380,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2019,Non Fiction,Conduct of life,,,,2018,,en
381,The Getaway,Jeff Kinney,4.8,5836,0,2017,Fiction,Juvenile Fiction,4.5,43.0,Abrams,2017-11-07,228.0,en
382,The Girl on the Train,Paula Hawkins,4.1,79446,18,2015,Fiction,Alcoholics,,,Seal Books,2016-08-23,416.0,en
383,The Girl on the Train,Paula Hawkins,4.1,79446,7,2016,Fiction,Alcoholics,,,Seal Books,2016-08-23,416.0,en
384,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747,14,2010,Fiction,Juvenile Fiction,,,Mizan - Qanita,2014-10-01,860.0,id
385,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747,14,2011,Fiction,Juvenile Fiction,,,Mizan - Qanita,2014-10-01,860.0,id
386,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,4.7,7251,9,2010,Fiction,,,,,,,
387,The Girl Who Played with Fire (Millennium),Stieg Larsson,4.7,7251,16,2009,Fiction,Comics & Graphic Novels,,,Titan Comics,2018-01-30,0.0,en
388,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,2,2009,Fiction,Fiction,4.0,363.0,Vintage Crime/Black Lizard,2008-09-16,480.0,en
389,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,2,2010,Fiction,Fiction,4.0,363.0,Vintage Crime/Black Lizard,2008-09-16,480.0,en
390,The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,2016,Fiction,Juvenile Fiction,,,Simon and Schuster,2004-09,7.0,en
391,The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,2017,Fiction,Juvenile Fiction,,,Simon and Schuster,2004-09,7.0,en
392,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,20,2013,Fiction,Fiction,3.0,1.0,Back Bay Books,2015-04-07,784.0,en
393,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,20,2014,Fiction,Fiction,3.0,1.0,Back Bay Books,2015-04-07,784.0,en
394,The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2012,Fiction,Fiction,,,Pan Macmillan,2016-09-08,160.0,en
395,The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,Fiction,,,Pan Macmillan,2016-09-08,160.0,en
396,The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2014,Fiction,Fiction,,,Pan Macmillan,2016-09-08,160.0,en
397,The Guardians: A Novel,John Grisham,4.5,13609,14,2019,Fiction,Fiction,,,Vintage,2019-10-15,385.0,en
398,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.7,8587,10,2009,Fiction,Fiction,5.0,3.0,A&C Black,2009-05-10,304.0,en
399,The Handmaid's Tale,Margaret Atwood,4.3,29442,7,2017,Fiction,,,,,,4.0,en
400,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,4.6,11098,13,2012,Fiction,Fiction,,,Frontline,2011-09-03,287.0,en
401,The Hate U Give,Angie Thomas,4.8,9947,11,2018,Fiction,Young Adult Fiction,,,Thorndike Striving Reader,2021-12-29,589.0,en
402,The Help,Kathryn Stockett,4.8,13871,6,2009,Fiction,Fiction,5.0,3.0,Penguin,2009-02-10,466.0,en
403,The Help,Kathryn Stockett,4.8,13871,6,2010,Fiction,Fiction,5.0,3.0,Penguin,2009-02-10,466.0,en
404,The Help,Kathryn Stockett,4.8,13871,8,2011,Fiction,Fiction,5.0,3.0,Penguin,2009-02-10,466.0,en
405,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,6982,14,2013,Fiction,Juvenile Fiction,4.0,16.0,Penguin UK,2013-10-08,520.0,en
406,The Hunger Games,Suzanne Collins,4.7,32122,14,2010,Fiction,Young Adult Fiction,4.0,5739.0,Scholastic Inc.,2009-09-01,387.0,en
407,The Hunger Games (Book 1),Suzanne Collins,4.7,32122,8,2011,Fiction,Juvenile Fiction,,,Gyldendal A/S,2025-08-01,333.0,da
408,The Hunger Games (Book 1),Suzanne Collins,4.7,32122,8,2012,Fiction,Juvenile Fiction,,,Gyldendal A/S,2025-08-01,333.0,da
409,The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,30,2011,Fiction,,,,,,,
410,The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,30,2012,Fiction,,,,,,,
411,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,13,2010,Non Fiction,Biography & Autobiography,,,Pan Macmillan,2019-03-07,435.0,en
412,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,9,2011,Non Fiction,Biography & Autobiography,,,Pan Macmillan,2019-03-07,435.0,en
413,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,9,2012,Non Fiction,Biography & Autobiography,,,Pan Macmillan,2019-03-07,435.0,en
414,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,2017,Non Fiction,Cooking,,,St. Martin's Griffin,2018-05-01,320.0,en
415,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,2018,Non Fiction,Cooking,,,St. Martin's Griffin,2018-05-01,320.0,en
416,The Last Lecture,Randy Pausch,4.7,4028,9,2009,Non Fiction,Biography & Autobiography,4.5,3.0,Hachette UK,2008-09-04,218.0,en
417,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2009,Fiction,Juvenile Fiction,,,National Geographic Books,2009,0.0,en
418,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2010,Fiction,Juvenile Fiction,,,National Geographic Books,2009,0.0,en
419,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,5396,20,2013,Fiction,,,,,2013-01-29,117.0,en
420,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13,2011,Non Fiction,Juvenile Nonfiction,,,Penguin,2011-09-19,202.0,en
421,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13,2012,Non Fiction,Juvenile Nonfiction,,,Penguin,2011-09-19,202.0,en
422,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2015,Non Fiction,House & Home,3.0,1.0,Ten Speed Press,2014-10-14,226.0,en
423,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2016,Non Fiction,House & Home,3.0,1.0,Ten Speed Press,2014-10-14,226.0,en
424,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2017,Non Fiction,House & Home,3.0,1.0,Ten Speed Press,2014-10-14,226.0,en
425,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2019,Non Fiction,House & Home,3.0,1.0,Ten Speed Press,2014-10-14,226.0,en
426,The Litigators,John Grisham,4.4,6222,18,2011,Fiction,Fiction,3.5,73.0,Vintage,2011-10-25,498.0,en
427,"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,4.8,4506,14,2010,Fiction,,,,,,,
428,The Lost Symbol,Dan Brown,4.2,8747,19,2009,Fiction,Fiction,5.0,4.0,"Random House Digital, Inc.",2010,690.0,en
429,The Love Dare,Stephen Kendrick,4.8,1655,13,2009,Non Fiction,Religion,4.0,7.0,B&H Publishing Group,2008,226.0,en
430,The Magnolia Story,Chip Gaines,4.9,7861,5,2016,Non Fiction,Biography & Autobiography,5.0,2.0,Thomas Nelson,2016-10-18,214.0,en
431,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,6247,10,2012,Fiction,"Adventure stories, American",,,HarperCollins Publishers,2012,0.0,en
432,The Martian,Andy Weir,4.7,39459,9,2015,Fiction,Astronauts,,,Turtleback Books,2014,0.0,en
433,The Maze Runner (Book 1),James Dashner,4.5,10101,8,2014,Fiction,,,,,2014,,de
434,The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898,8,2018,Fiction,Juvenile Fiction,4.0,39.0,Abrams,2018-10-30,228.0,en
435,The Mueller Report,The Washington Post,4.6,2744,12,2019,Non Fiction,Political Science,,,Simon and Schuster,2019-04-19,752.0,en
436,The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2015,Fiction,Fiction,4.5,7.0,St. Martin's Press,2015-02-03,497.0,en
437,The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2016,Fiction,Fiction,4.5,7.0,St. Martin's Press,2015-02-03,497.0,en
438,The Official SAT Study Guide,The College Board,4.4,1201,40,2010,Non Fiction,Study Aids,,,College Board,2018-10-23,1421.0,en
439,The Official SAT Study Guide,The College Board,4.4,1201,40,2011,Non Fiction,Study Aids,,,College Board,2018-10-23,1421.0,en
440,The Official SAT Study Guide,The College Board,4.4,1201,40,2012,Non Fiction,Study Aids,,,College Board,2018-10-23,1421.0,en
441,The Official SAT Study Guide,The College Board,4.4,1201,40,2013,Non Fiction,Study Aids,,,College Board,2018-10-23,1421.0,en
442,The Official SAT Study Guide,The College Board,4.4,1201,40,2014,Non Fiction,Study Aids,,,College Board,2018-10-23,1421.0,en
443,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807,36,2016,Non Fiction,,,,,,,
444,The Paris Wife: A Novel,Paula McLain,4.3,3759,16,2011,Fiction,Fiction,3.5,5.0,Ballantine Books,2011-02-22,382.0,en
445,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,2663,17,2013,Non Fiction,Cooking,5.0,1.0,Ballantine Books,2016-09-20,338.0,en
446,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428,14,2015,Non Fiction,,,,,,,
447,The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,4.8,2876,21,2012,Non Fiction,Cooking,,,Harper Collins,2012-03-27,1024.0,en
448,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,18,2018,Non Fiction,Health & Fitness,,,HarperCollins,2018-04-10,515.0,en
449,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,17,2018,Non Fiction,,,,,2019-11-09,90.0,en
450,The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,2017,Fiction,Juvenile Fiction,3.0,2.0,"Farrar, Straus and Giroux (BYR)",2008-03-18,19.0,en
451,The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,2018,Fiction,Juvenile Fiction,3.0,2.0,"Farrar, Straus and Giroux (BYR)",2008-03-18,19.0,en
452,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,10795,21,2012,Non Fiction,Business & Economics,,,Random House Trade Paperbacks,2014-01-07,0.0,en
453,The President Is Missing: A Novel,James Patterson,4.3,10191,18,2018,Fiction,Fiction,5.0,2.0,"Little, Brown and Company and Knopf",2018-06-04,313.0,en
454,The Racketeer,John Grisham,4.3,14493,18,2012,Fiction,Fiction,5.0,1.0,Hachette UK,2012-10-23,311.0,en
455,"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,4.6,2186,12,2010,Fiction,Juvenile Fiction,5.0,6.0,Penguin UK,2010-05-04,452.0,en
456,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,4.6,1204,14,2010,Non Fiction,,,,,,,
457,"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,4.8,2091,12,2012,Fiction,Brothers and sisters,,,Puffin Books,2012,405.0,en
458,The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8,2009,Fiction,Christian fiction,,,,2007,446.0,en
459,The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8,2017,Fiction,Christian fiction,,,,2007,446.0,en
460,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,4.6,2122,0,2010,Fiction,,,,,,,
461,The Silent Patient,Alex Michaelides,4.5,27536,14,2019,Fiction,Fiction,3.0,4.0,Hachette UK,2019-02-05,286.0,en
462,"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,4.8,4290,10,2011,Fiction,Juvenile Fiction,,,Disney-Hyperion,2019-09-24,0.0,en
463,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2017,Non Fiction,Humor,4.0,17.0,HarperCollins,2016-09-13,197.0,en
464,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2018,Non Fiction,Humor,4.0,17.0,HarperCollins,2016-09-13,197.0,en
465,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2019,Non Fiction,Humor,4.0,17.0,HarperCollins,2016-09-13,197.0,en
466,The Sun and Her Flowers,Rupi Kaur,4.7,5487,9,2017,Non Fiction,Poetry,2.0,1.0,Simon and Schuster,2017-10-03,256.0,en
467,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,4.7,6377,7,2012,Fiction,,,,Amulet Books,2012-11-13,224.0,en
468,"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,4.7,1463,10,2011,Fiction,Juvenile Fiction,4.0,7.0,Penguin UK,2011-05-03,415.0,en
469,The Time Traveler's Wife,Audrey Niffenegger,4.4,3759,6,2009,Fiction,Fiction,3.5,4.0,MacAdam/Cage Publishing,2003,538.0,en
470,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,3503,9,2009,Non Fiction,Psychology,,,Hachette UK,2006-11-01,204.0,en
471,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,10,2019,Non Fiction,Business & Economics,5.0,1.0,Thomas Nelson,2013-09-17,266.0,en
472,The Twilight Saga Collection,Stephenie Meyer,4.7,3801,82,2009,Fiction,Juvenile Fiction,4.0,182.0,"Little, Brown Books for Young Readers",2009-10-27,2275.0,en
473,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,4.8,3796,12,2010,Fiction,Juvenile Fiction,,,Amulet Books,2010-11,224.0,en
474,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,10,2019,Non Fiction,,,,,,,
475,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2013,Fiction,Juvenile Nonfiction,,,Puffin,2005-01-01,21.0,en
476,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2014,Fiction,Juvenile Nonfiction,,,Puffin,2005-01-01,21.0,en
477,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2015,Fiction,Juvenile Nonfiction,,,Puffin,2005-01-01,21.0,en
478,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2016,Fiction,Juvenile Nonfiction,,,Puffin,2005-01-01,21.0,en
479,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2017,Fiction,Juvenile Nonfiction,,,Puffin,2005-01-01,21.0,en
480,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2018,Fiction,Juvenile Nonfiction,,,Puffin,2005-01-01,21.0,en
481,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2019,Fiction,Juvenile Nonfiction,,,Puffin,2005-01-01,21.0,en
482,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2015,Non Fiction,Health & Fitness,,,Penguin,2015-04-21,0.0,en
483,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2016,Non Fiction,Health & Fitness,,,Penguin,2015-04-21,0.0,en
484,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2017,Non Fiction,Health & Fitness,,,Penguin,2015-04-21,0.0,en
485,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2016,Fiction,Juvenile Fiction,,,Random House Books for Young Readers,2015-08-25,48.0,en
486,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2017,Fiction,Juvenile Fiction,,,Random House Books for Young Readers,2015-08-25,48.0,en
487,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2018,Fiction,Juvenile Fiction,,,Random House Books for Young Readers,2015-08-25,48.0,en
488,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2019,Fiction,Juvenile Fiction,,,Random House Books for Young Readers,2015-08-25,48.0,en
489,The Wonky Donkey,Craig Smith,4.8,30183,4,2018,Fiction,Juvenile Fiction,,,Scholastic UK,2018-11-01,28.0,en
490,The Wonky Donkey,Craig Smith,4.8,30183,4,2019,Fiction,Juvenile Fiction,,,Scholastic UK,2018-11-01,28.0,en
491,The Wright Brothers,David McCullough,4.7,6169,16,2015,Non Fiction,Biography & Autobiography,4.0,1.0,Simon and Schuster,2015-05-05,336.0,en
492,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7034,15,2013,Non Fiction,,,,,,,
493,"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,19,2011,Non Fiction,Psychology,4.0,35.0,"Farrar, Straus and Giroux",2011-10-25,511.0,en
494,"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,19,2012,Non Fiction,Psychology,4.0,35.0,"Farrar, Straus and Giroux",2011-10-25,511.0,en
495,Thirteen Reasons Why,Jay Asher,4.5,7932,9,2017,Fiction,Young Adult Fiction,4.5,170.0,Penguin,2011-06-14,337.0,en
496,Thomas Jefferson: The Art of Power,Jon Meacham,4.5,1904,23,2012,Non Fiction,Biography & Autobiography,5.0,4.0,Random House,2012-11-13,833.0,en
497,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2009,Non Fiction,Girls' schools,,,,2015,,en
498,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2010,Non Fiction,Girls' schools,,,,2015,,en
499,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2014,Non Fiction,Cooking,,,Rodale,2014-10-07,248.0,en
500,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2015,Non Fiction,Cooking,,,Rodale,2014-10-07,248.0,en
501,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2016,Non Fiction,Cooking,,,Rodale,2014-10-07,248.0,en
502,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2017,Non Fiction,Cooking,,,Rodale,2014-10-07,248.0,en
503,Tina Fey: Bossypants,Tina Fey,4.3,5977,12,2011,Non Fiction,Biography & Autobiography,4.5,7.0,Hachette UK,2011-04-18,183.0,en
504,To Kill a Mockingbird,Harper Lee,4.8,26234,0,2013,Fiction,Alabama,,,,1982,376.0,en
505,To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,Alabama,,,,1982,376.0,en
506,To Kill a Mockingbird,Harper Lee,4.8,26234,0,2015,Fiction,Alabama,,,,1982,376.0,en
507,To Kill a Mockingbird,Harper Lee,4.8,26234,0,2016,Fiction,Alabama,,,,1982,376.0,en
508,To Kill a Mockingbird,Harper Lee,4.8,26234,7,2019,Fiction,Alabama,,,,1982,376.0,en
509,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360,21,2017,Non Fiction,,,,,,,
510,"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,4.8,2282,21,2010,Fiction,Fiction,4.5,8.0,Hachette UK,2011-01-31,779.0,en
511,True Compass: A Memoir,Edward M. Kennedy,4.5,438,15,2009,Non Fiction,BIOGRAPHY & AUTOBIOGRAPHY,,,Twelve,2014-07-02,317.0,en
512,"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,4.7,11676,9,2009,Fiction,,,,,,,
513,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586,5,2014,Fiction,,,,,,,
514,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2010,Non Fiction,Biography & Autobiography,4.0,90.0,Random House,2010-11-16,497.0,en
515,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2011,Non Fiction,Biography & Autobiography,4.0,90.0,Random House,2010-11-16,497.0,en
516,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2012,Non Fiction,Biography & Autobiography,4.0,90.0,Random House,2010-11-16,497.0,en
